student_id,password,email,first_name,last_name,gender,phone_number,institution_name,faculty_name,program_code,part,status,address,E3,CSC662,E4,CSC650,ICT652,dl_1_p6,dl_2_p6,dl_3_p6,dl_4_p6,dl_5_p6,prog_1_p6,prog_2_p6,prog_3_p6,prog_4_p6,prog_5_p6,ds_1_p6,ds_2_p6,ds_3_p6,ds_4_p6,ds_5_p6,CSC580,CSC645,CSC649,CSP600,ENT600,E2,FL3,dl_1_p5,dl_2_p5,dl_3_p5,dl_4_p5,dl_5_p5,prog_1_p5,prog_2_p5,prog_3_p5,prog_4_p5,prog_5_p5,ds_1_p5,ds_2_p5,ds_3_p5,ds_4_p5,ds_5_p5,CSC508,CSC569,CSC577,CSC584,ELC650,E1,FL2,dl_1_p4,dl_2_p4,dl_3_p4,dl_4_p4,dl_5_p4,prog_1_p4,prog_2_p4,prog_3_p4,prog_4_p4,prog_5_p4,ds_1_p4,ds_2_p4,ds_3_p4,ds_4_p4,ds_5_p4,CSC435,CSC510,CSC520,CSC583,ELC501,C3,MAT423,FL1,dl_1_p3,dl_2_p3,dl_3_p3,dl_4_p3,dl_5_p3,prog_1_p3,prog_2_p3,prog_3_p3,prog_4_p3,prog_5_p3,ds_1_p3,ds_2_p3,ds_3_p3,ds_4_p3,ds_5_p3,CSC404,CTU554,C2,ICT502,ITT400,MAT421,STA416,dl_1_p2,dl_2_p2,dl_3_p2,dl_4_p2,dl_5_p2,prog_1_p2,prog_2_p2,prog_3_p2,prog_4_p2,prog_5_p2,ds_1_p2,ds_2_p2,ds_3_p2,ds_4_p2,ds_5_p2,CSC402,CSC413,CSC429,CTU552,C1,ICT450,MAT406,dl_1_p1,dl_2_p1,dl_3_p1,dl_4_p1,dl_5_p1,prog_1_p1,prog_2_p1,prog_3_p1,prog_4_p1,prog_5_p1,ds_1_p1,ds_2_p1,ds_3_p1,ds_4_p1,ds_5_p1
2024903522,123,student11@gmail.com,Hannah,Khalid,Female,013-6734087,UiTM Kampus Jasin,FSKM,CDCS230,6,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,B+,B+,A,C-,C,B+,C,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,A-,B+,A,A+,A-,A+,A,4.0,4.0,3.0,4.0,2.0,1.0,2.0,5.0,1.0,3.0,1.0,5.0,2.0,3.0,3.0,A-,A-,A-,A,C-,A+,C,C,1.0,1.0,4.0,3.0,2.0,5.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,A-,B+,B+,A+,C,B+,A-,1.0,2.0,5.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,2.0,A,A-,A+,A,A-,B+,C-,3.0,3.0,1.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,1.0,4.0,2.0
2022444426,123,student12@gmail.com,Aisyah,Yusof,Female,010-8902641,UiTM Kampus Jasin,FSKM,CDCS230,3,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-,B-,B-,C+,B,B-,C-,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,B,A-,A-,A-,B+,D+,C+,1.0,1.0,4.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,3.0,4.0,5.0,3.0,1.0
2022157395,123,student13@gmail.com,Hannah,Yusof,Female,018-1817398,UiTM Kampus Jasin,FSKM,CDCS230,6,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,B,B,B,B+,D+,B,B+,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,5.0,B,B,A-,A-,C+,A-,C,4.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,A-,B,B,A-,B-,A-,A-,B-,5.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0,5.0,B,B+,B,B-,A,C+,A-,3.0,5.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,5.0,2.0,A-,B+,B,B+,A-,D+,C+,1.0,2.0,4.0,1.0,5.0,5.0,1.0,3.0,1.0,3.0,5.0,4.0,2.0,2.0,2.0
2024472724,123,student14@gmail.com,Amira,Hassan,Female,019-7725273,UiTM Kampus Jasin,FSKM,CDCS230,5,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C+,C+,C,B-,C-,C+,C+,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,C+,C,C,C,A+,C,C-,A-,2.0,2.0,3.0,1.0,1.0,5.0,2.0,4.0,5.0,3.0,3.0,4.0,2.0,1.0,3.0,C,C+,C,B,C-,B,C,3.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,B-,C,C,C,B-,A,C+,1.0,1.0,5.0,5.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,5.0,1.0,5.0,2.0
2023550576,123,student15@gmail.com,Danial,Hassan,Male,014-0495196,UiTM Kampus Jasin,FSKM,CDCS230,4,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C+,B-,B,C+,A,B+,5.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,C+,B-,C+,D+,A-,A-,A,3.0,4.0,3.0,5.0,2.0,1.0,3.0,5.0,4.0,2.0,3.0,2.0,5.0,3.0,1.0,C,B-,C,C+,C+,A-,C,1.0,4.0,5.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0
2022712084,123,student16@gmail.com,Farah,Khalid,Female,013-4597647,UiTM Kampus Jasin,FSKM,CDCS230,1,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024215714,123,student17@gmail.com,Ahmad,Hassan,Male,013-3443492,UiTM Kampus Jasin,FSKM,CDCS230,2,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C+,C,B-,B-,C,C-,5.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0
2025808123,123,student18@gmail.com,Hakim,Latif,Male,010-2889839,UiTM Kampus Jasin,FSKM,CDCS230,5,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-,B+,A-,A+,C+,A+,A-,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,A-,A,A+,A,A+,A,B-,B-,3.0,5.0,2.0,1.0,4.0,5.0,3.0,5.0,5.0,4.0,1.0,2.0,3.0,3.0,5.0,A-,A+,A+,B+,A-,B+,C,3.0,4.0,1.0,5.0,2.0,5.0,1.0,5.0,2.0,1.0,3.0,1.0,2.0,5.0,3.0,A,A,A-,B+,A,C+,B+,2.0,2.0,3.0,1.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,1.0,1.0,3.0,4.0
2023518754,123,student19@gmail.com,Farah,Latif,Female,010-0971471,UiTM Kampus Jasin,FSKM,CDCS230,2,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B+,A-,B+,B+,B,B-,C,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
2023769357,123,student20@gmail.com,Hannah,Hassan,Female,016-8207953,UiTM Kampus Jasin,FSKM,CDCS230,3,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-,A-,A,A+,A+,A+,C-,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,B-,C,B-,C+,C+,C,B+,3.0,1.0,4.0,1.0,5.0,1.0,2.0,5.0,4.0,1.0,4.0,3.0,5.0,2.0,1.0
2025360835,123,student21@gmail.com,Zulaikha,Latif,Female,019-2172539,UiTM Kampus Jasin,FSKM,CDCS230,4,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A-,A-,B+,A,B+,B-,B,3.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,B+,A,A+,A+,C+,A-,A,5.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,4.0,1.0,3.0,4.0,4.0,A+,B+,A,A-,A-,A,B-,5.0,5.0,5.0,3.0,5.0,1.0,5.0,5.0,2.0,4.0,1.0,1.0,2.0,5.0,2.0
2022580202,123,student22@gmail.com,Kamal,Khalid,Male,011-30366942,UiTM Kampus Jasin,FSKM,CDCS230,4,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B+,A,A-,B+,B+,A,D+,B+,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,A,A,B+,B,B+,C+,A-,4.0,3.0,2.0,4.0,1.0,4.0,3.0,5.0,3.0,1.0,5.0,1.0,4.0,2.0,1.0,B+,B+,B+,B+,B+,A-,D+,3.0,5.0,4.0,5.0,4.0,5.0,3.0,2.0,5.0,3.0,3.0,5.0,5.0,2.0,3.0
2023112945,123,student23@gmail.com,Kamal,Khalid,Male,010-0883129,UiTM Kampus Jasin,FSKM,CDCS230,7,Incomplete,UiTM Kampus Jasin,B+,A+,C+,A,A,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,C,C,B-,C+,A-,C+,B+,2.0,5.0,1.0,2.0,5.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,C,B-,B-,B-,B-,C,D+,4.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,4.0,B-,C+,B-,C,D+,C,C+,A,1.0,3.0,3.0,2.0,1.0,5.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0,1.0,5.0,C+,C+,B-,C,B-,A-,B-,5.0,5.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,C,B-,C,C+,B-,C+,B+,4.0,3.0,5.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,5.0,1.0
2023920481,123,student24@gmail.com,Aqil,Ismail,Male,011-87870234,UiTM Kampus Jasin,FSKM,CDCS230,1,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025364361,123,student25@gmail.com,Siti,Ismail,Female,018-8394849,UiTM Kampus Jasin,FSKM,CDCS230,5,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-,A+,B+,A,C+,A+,B-,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,A-,A-,A,B+,A-,A-,D+,A,5.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,1.0,5.0,5.0,4.0,2.0,A+,A-,A+,C-,D+,A-,B,2.0,2.0,4.0,5.0,1.0,1.0,3.0,4.0,4.0,5.0,3.0,5.0,2.0,1.0,1.0,B+,A-,A-,B+,A,A-,A-,1.0,4.0,2.0,5.0,4.0,5.0,3.0,5.0,2.0,4.0,5.0,4.0,2.0,4.0,3.0
2025404599,123,student26@gmail.com,Siti,Rahman,Female,013-5787503,UiTM Kampus Jasin,FSKM,CDCS230,6,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,A-,B+,B,D+,B,B,A+,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,B+,A-,A-,B+,B,B+,B+,4.0,2.0,3.0,5.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,B+,B+,B+,B,B+,B+,A+,A-,5.0,5.0,5.0,1.0,5.0,3.0,3.0,2.0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,B,A-,B+,A,A+,B-,B,1.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,1.0,5.0,B+,B+,A-,B,B,C-,A,2.0,4.0,4.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,3.0
2022273578,123,student27@gmail.com,Hannah,Rahman,Female,014-3167198,UiTM Kampus Jasin,FSKM,CDCS230,6,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,B,B+,A-,A,B-,B,A,5.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,A-,B,A-,A-,B-,B+,B-,4.0,2.0,3.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,B+,B,A-,A-,A,B+,A,B,1.0,4.0,1.0,2.0,4.0,5.0,5.0,4.0,2.0,5.0,5.0,1.0,3.0,3.0,1.0,B+,B,B,B+,A,D+,B+,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,5.0,4.0,2.0,4.0,4.0,3.0,B+,B,A-,B,B+,B-,D+,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0
2023029621,123,student28@gmail.com,Hakim,Hassan,Male,018-5062828,UiTM Kampus Jasin,FSKM,CDCS230,2,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,B-,B-,C,C+,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
2024588430,123,student29@gmail.com,Irfan,Khalid,Male,017-0802429,UiTM Kampus Jasin,FSKM,CDCS230,2,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A+,A-,A-,A-,C-,C,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
2025486248,123,student30@gmail.com,Aisyah,Hassan,Female,016-2984665,UiTM Kampus Jasin,FSKM,CDCS230,5,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B+,B+,A-,A-,A-,A,A,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,A,A+,A-,A-,A-,A-,C-,C-,4.0,3.0,4.0,1.0,4.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,A,B+,A,A-,C+,A+,C-,1.0,5.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,5.0,5.0,3.0,1.0,2.0,A-,A-,A+,A-,A,B-,A-,2.0,4.0,5.0,2.0,5.0,4.0,4.0,3.0,5.0,2.0,4.0,5.0,2.0,3.0,4.0
2024716757,123,student31@gmail.com,Aqil,Latif,Male,017-8467590,UiTM Kampus Jasin,FSKM,CDCS230,4,Incomplete,UiTM Kampus Jasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-,B+,A-,A-,C,B,A-,A+,4.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,B,B+,A-,B+,B,C-,D+,1.0,1.0,5.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,4.0,3.0,2.0,1.0,5.0,B,B,B+,A-,A-,D+,C,3.0,3.0,2.0,4.0,5.0,2.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,1.0
